day,month,year,mintp,mxntp,p,evp
2,1,1982,11.32,17.48,0,1.217213978
3,1,1982,9.91,17.18,0,1.080397468
4,1,1982,8.64,16.27,0,1.068354627
5,1,1982,6.96,19.5,0,1.067100133
6,1,1982,9.01,17.19,0.01,1.325008042
7,1,1982,10.41,17.98,0,1.382547444
8,1,1982,9.79,19.69,0.01,1.314702382
9,1,1982,11.74,20.76,0,1.429344221
10,1,1982,10.27,22.54,0,1.271813325
11,1,1982,10.45,20.8,0,1.143773352
12,1,1982,9.56,20.93,0,1.073073062
13,1,1982,8.1,18.96,0,0.903458781
14,1,1982,9.1,23.64,0,0.888697065
15,1,1982,11.17,19.01,0.11,1.263868765
16,1,1982,12.3,16.94,9.02,1.406433378
17,1,1982,10.26,15.69,21.68,1.265158569
18,1,1982,10.25,16.2,1.96,1.410830962
19,1,1982,13.33,15.65,10.35,1.467465624
20,1,1982,11.11,13.68,46.79,1.288644484
21,1,1982,9.73,15.78,9.88,1.227895239
22,1,1982,9.63,13.97,2.43,1.186348428
23,1,1982,9.5,13.1,2.4,1.184439519
24,1,1982,9.35,12.54,5.43,1.113799121
25,1,1982,8.71,12.89,5.8,1.072135189
26,1,1982,8.22,12.13,4.96,1.009313603
27,1,1982,7.68,12.97,7.54,1.083011168
28,1,1982,7.93,14.82,4.76,1.013312831
29,1,1982,7.98,12.45,10.72,1.056631385
30,1,1982,10.85,14.49,2.85,1.127379559
31,1,1982,11.17,15.86,3.89,1.222855474
1,2,1982,11.06,15.56,0.57,1.209677715
2,2,1982,11.93,16.07,0.94,1.214537948
3,2,1982,8.98,15.84,1.59,1.070821649
4,2,1982,8.54,14.45,0.82,1.028184378
5,2,1982,9.21,15.97,0.62,1.168880722
6,2,1982,9.41,16.08,2.68,1.214713689
7,2,1982,8.71,15.67,0.17,1.140252153
8,2,1982,7.97,16.89,0,1.123755944
9,2,1982,8.52,17.97,0.03,1.170453844
10,2,1982,8.71,16.7,0.34,1.289420944
11,2,1982,8.92,16.02,0.53,1.146827862
12,2,1982,8.59,15.45,0.09,0.990717492
13,2,1982,7.67,16.64,0.12,1.143722187
14,2,1982,8.34,16.76,0.21,1.153596101
15,2,1982,9.37,16.44,1.51,1.199221309
16,2,1982,9.51,17.82,0.79,1.22437288
17,2,1982,10.07,18.4,0.13,1.288713986
18,2,1982,9.67,13.89,5.49,1.203726627
19,2,1982,8.5,16.59,1.71,1.101882588
20,2,1982,9.67,16.37,1.63,1.244284618
21,2,1982,9.14,15.38,2.01,1.212028182
22,2,1982,9.99,14.68,8.1,1.19507363
23,2,1982,9,13.19,4.07,0.999551794
24,2,1982,8.54,15.34,1.35,1.083048462
25,2,1982,8.8,12.6,7.3,1.079820525
26,2,1982,7.85,14.08,0.51,0.904094526
27,2,1982,7.78,13.11,2.74,0.96024461
28,2,1982,8.58,13.09,2.33,0.845915512
1,3,1982,7.63,15.08,0.02,0.926866601
2,3,1982,6.76,17.42,0.13,1.153654799
3,3,1982,9.63,19.63,0.12,1.280083092
4,3,1982,8.87,15.95,0.06,0.934320357
5,3,1982,7.45,19.33,0.02,1.094436951
6,3,1982,8.76,14.22,1.67,1.000713427
7,3,1982,8.62,13.96,5.78,1.074150909
8,3,1982,7.18,12.98,1.16,0.923260055
9,3,1982,4.98,16.08,1.2,0.786260439
10,3,1982,6.65,14.55,0.36,0.902715918
11,3,1982,7.84,16.84,0.15,0.992300444
12,3,1982,6.83,17.99,0,1.081488065
13,3,1982,8.91,17.42,0,0.987460037
14,3,1982,6.81,17.94,0,0.999332346
15,3,1982,7.95,15.39,0.01,0.887504519
16,3,1982,6,15.16,0,0.753771835
17,3,1982,5.53,18.21,0,0.883728606
18,3,1982,7.91,20.92,0.09,1.114740774
19,3,1982,10.05,17.6,6.69,1.309590407
20,3,1982,8.46,16,0.37,0.983435965
21,3,1982,8.8,18.92,0.7,1.17581603
22,3,1982,10.19,13.79,9.67,1.097983139
23,3,1982,10.21,14.4,1.12,0.977278606
24,3,1982,8.12,14.14,3.55,0.963598811
25,3,1982,7.26,14.56,1.72,0.868030335
26,3,1982,7.65,13.12,2.29,1.090764912
27,3,1982,10.54,17.11,3.35,1.249035883
28,3,1982,13.03,20.18,0.58,1.498875543
29,3,1982,12.69,19.91,0.05,1.568694388
30,3,1982,11.22,26.4,0.09,1.38911693
31,3,1982,12.8,21.38,1.61,1.441226102
1,4,1982,11.27,21.99,0.81,1.498608535
2,4,1982,10.88,19.24,3.16,1.477549693
3,4,1982,10.72,18.46,1.27,1.229264795
4,4,1982,9.66,17.69,0.3,1.212487507
5,4,1982,8,22.92,0.01,1.243841188
6,4,1982,10.78,21.02,0.05,1.358002752
7,4,1982,12.19,16.62,0.71,1.442184698
8,4,1982,10.78,19.26,0.11,1.334540418
9,4,1982,9.97,20.81,0.08,1.332549512
10,4,1982,9.8,23.77,0,1.302147411
11,4,1982,11.93,23.89,0,1.330966531
12,4,1982,10.84,24.83,0.66,1.390085515
13,4,1982,12.29,26.05,0.04,1.447107208
14,4,1982,14.03,22.08,2.63,1.515740507
15,4,1982,12.29,18.31,3.77,1.400697855
16,4,1982,10.5,16.59,2.43,1.192489287
17,4,1982,9.74,17.88,0.12,1.149730841
18,4,1982,11.14,20.65,2.55,1.233447164
19,4,1982,12.52,18.59,2.84,1.368117603
20,4,1982,12.53,19.49,14.42,1.425822599
21,4,1982,10.69,16.22,14.14,1.236913851
22,4,1982,9.91,17.18,1.67,1.162215181
23,4,1982,8.94,18.91,0.02,1.005104148
24,4,1982,10.07,18.83,0,0.985552508
25,4,1982,8.75,20.43,0.02,0.931044724
26,4,1982,10.21,18.02,6.22,1.205103887
27,4,1982,8.69,18.93,0.4,1.06870159
28,4,1982,9.13,18.2,0.67,1.13643709
29,4,1982,10.31,17.47,1.59,1.07839902
30,4,1982,8.25,18.79,0.09,0.938055282
1,5,1982,10.93,19.78,4.84,1.286101426
2,5,1982,10.74,17.71,2.82,1.185816213
3,5,1982,10.65,19.61,0.11,1.237020758
4,5,1982,10.29,21.68,0,1.24964726
5,5,1982,11.32,25.66,0,1.366269591
6,5,1982,13.66,26.84,0.06,1.519126613
7,5,1982,13.83,25.94,0.11,1.598076046
8,5,1982,14.16,19.5,0.01,1.591782866
9,5,1982,15.61,21.48,0.48,1.662400224
10,5,1982,14.9,20.49,8.31,1.709641022
11,5,1982,15.33,21.05,4.49,1.613689951
12,5,1982,14.1,18.34,0.23,1.501872645
13,5,1982,14.4,22.46,3.73,1.73849636
14,5,1982,13.61,23.12,0,1.474755546
15,5,1982,12.64,23.59,0,1.36403689
16,5,1982,12.53,23.64,0,1.267230412
17,5,1982,12.3,24.74,0,1.218878946
18,5,1982,13.85,25.53,0.01,1.335878693
19,5,1982,14.73,24.65,0.56,1.510951768
20,5,1982,14.62,24.19,5.88,1.569422453
21,5,1982,14.82,25.06,0.05,1.519869527
22,5,1982,14.32,25.07,0.25,1.640184019
23,5,1982,14.21,25.02,0.11,1.597573247
24,5,1982,14.64,26.73,0,1.425987842
25,5,1982,17.21,27.45,0.05,1.585617478
26,5,1982,15.92,25.53,0,1.491879486
27,5,1982,15.05,25.49,0,1.43514349
28,5,1982,15.24,26.7,0.01,1.489446777
29,5,1982,15.53,28.04,0,1.576642736
30,5,1982,16.59,28.6,0,1.565822716
31,5,1982,17.52,27.86,0,1.628653535
1,6,1982,17.41,28.48,0.02,1.647841295
2,6,1982,17.21,27.82,0.75,1.828678926
3,6,1982,18.2,26.48,0.15,2.026698864
4,6,1982,18.39,27.83,0.01,1.756028557
5,6,1982,17.21,28.91,0,1.601521146
6,6,1982,17.07,29.23,0.01,1.514116941
7,6,1982,18.41,27.78,0.26,1.689144132
8,6,1982,16.97,27.23,0.07,1.760757466
9,6,1982,17.08,27.54,0,1.809546967
10,6,1982,17.56,29.73,0.28,1.757219214
11,6,1982,18.38,30.41,2.47,1.894355976
12,6,1982,19.41,31.76,0.02,2.0053023
13,6,1982,19.89,34.43,0.41,1.874223895
14,6,1982,20.73,31.58,0.39,2.028957801
15,6,1982,18.18,27.18,0.04,1.603409867
16,6,1982,16.72,28.45,0,1.531163767
17,6,1982,17.79,29.6,0,1.666973781
18,6,1982,18.94,34.3,0,1.918619663
19,6,1982,21.37,36.01,0,2.247713804
20,6,1982,22.22,35.72,0.01,2.244026712
21,6,1982,23.66,38.13,0.06,2.074599528
22,6,1982,24.03,36.29,0.21,2.085666608
23,6,1982,22.81,38.08,0.03,2.173517022
24,6,1982,23.59,39.83,0.29,2.087275113
25,6,1982,24.6,41.2,0,1.673717357
26,6,1982,26.08,41.85,0,1.551238338
27,6,1982,23.75,41.52,0,1.766307082
28,6,1982,21.03,30.4,0.01,1.89054495
29,6,1982,19.9,28.35,0,1.656756233
30,6,1982,18.74,31.25,0,1.679288596
1,7,1982,19.29,33.46,0,1.682117522
2,7,1982,21.05,32.15,0,1.856792489
3,7,1982,19.41,32.82,0,1.780078622
4,7,1982,20.33,33.38,0,2.027703171
5,7,1982,21.28,35.33,0,2.104929858
6,7,1982,21.24,38.49,0,1.565909604
7,7,1982,24.62,39.63,0,1.59795483
8,7,1982,23.56,38.38,0,1.639776807
9,7,1982,25.29,35.43,0,1.97926326
10,7,1982,23.57,34.61,0,2.246346971
11,7,1982,23.59,34.71,0,1.868549411
12,7,1982,22.95,35.6,0,1.85520506
13,7,1982,23.41,36.25,0,1.99191664
14,7,1982,24.03,38.23,0,1.741250021
15,7,1982,26.34,39.31,0,1.962651079
16,7,1982,26.29,39.95,0.13,1.827220699
17,7,1982,26.94,42.15,0.01,1.697486432
18,7,1982,24.91,38.16,0.01,2.083819454
19,7,1982,24.47,34.82,0.2,2.285255188
20,7,1982,23.41,33.54,0.01,2.232699841
21,7,1982,23.62,35.62,0.07,2.124995202
22,7,1982,24.13,38.04,0,1.974332445
23,7,1982,25.35,37.24,0.01,1.844032343
24,7,1982,23.1,33.04,0,2.087754047
25,7,1982,22.23,33.25,0,2.075925849
26,7,1982,22.11,31.8,0,2.085885055
27,7,1982,22.2,31.06,0,1.947318359
28,7,1982,22.34,32.45,0,1.999102345
29,7,1982,21.44,36.15,0,2.007995865
30,7,1982,24.82,40.01,0,2.196413381
31,7,1982,25.03,38.65,0,2.436877804
1,8,1982,24.33,37.55,0,2.289977196
2,8,1982,24.71,42.42,0,1.995851208
3,8,1982,24.52,41.64,0.03,2.183003226
4,8,1982,23.45,38.6,0.07,2.427099991
5,8,1982,24.02,39.61,0.11,2.394837151
6,8,1982,22.95,33.04,0.01,2.059380716
7,8,1982,22.77,34.74,0.01,2.119499545
8,8,1982,23.81,34.52,0.04,2.007305488
9,8,1982,23.69,30.14,0.16,2.093059252
10,8,1982,22.11,28.69,4.58,1.946738169
11,8,1982,21.9,29.96,2.67,2.198054844
12,8,1982,22.15,31.52,0.14,2.205814356
13,8,1982,22.1,31.98,0.08,2.192834861
14,8,1982,21.34,32.59,0.13,2.17502153
15,8,1982,22.85,34.08,0.05,2.089611148
16,8,1982,23.19,34.18,0,2.263981779
17,8,1982,23.35,34.98,0,2.197437205
18,8,1982,23.73,36.53,0.01,2.149221138
19,8,1982,23.24,31.17,0.01,2.249158311
20,8,1982,21.4,32.74,0.05,2.136532247
21,8,1982,21.63,35.82,0,2.050354797
22,8,1982,23.14,35.09,0.14,2.262903386
23,8,1982,22.57,30.92,0,1.932775514
24,8,1982,21.25,33.04,0.03,1.862146004
25,8,1982,22.33,34.27,0.29,2.213209036
26,8,1982,21.86,30.69,0.01,1.989721851
27,8,1982,20.35,33.38,0.02,2.056139735
28,8,1982,23.13,35.46,0.01,2.385163134
29,8,1982,22.43,34.45,0.08,2.312735018
30,8,1982,22.42,33.66,0.52,2.343725771
31,8,1982,22.21,34.01,0.04,2.235323361
1,9,1982,23.76,36.51,0.85,2.368841472
2,9,1982,19.82,31.66,1.42,2.415192578
3,9,1982,19.65,26.29,0.18,1.823700901
4,9,1982,20.21,31.11,0.84,2.2765638
5,9,1982,23.34,34.24,0.11,2.577059872
6,9,1982,22.03,35.04,0,2.28182979
7,9,1982,23.46,36.33,0,1.752977357
8,9,1982,22.5,32.19,0.21,1.878988096
9,9,1982,21.11,27.9,0,1.628123726
10,9,1982,19.27,30.67,0,1.746062575
11,9,1982,20.69,31.41,0.06,1.977292014
12,9,1982,21.07,30.23,0.02,1.995259393
13,9,1982,20.93,30.04,0.11,2.035515061
14,9,1982,20.61,28.21,3.36,1.988137261
15,9,1982,20.19,24.29,3.47,1.926115949
16,9,1982,20.27,24.68,4.15,2.125334122
17,9,1982,19.77,28,0.61,2.075047172
18,9,1982,20.64,29.09,1.74,2.146643351
19,9,1982,21.5,29.01,0.18,2.170368006
20,9,1982,21.07,31.46,0.07,2.206803719
21,9,1982,21.81,33.26,0.05,2.262458747
22,9,1982,22.69,32.07,0.16,2.248248456
23,9,1982,22.7,30.43,0.24,1.947880006
24,9,1982,21.33,29.26,2.52,2.172954526
25,9,1982,18.79,30.98,0,1.857461665
26,9,1982,20.87,32.49,0,2.045106463
27,9,1982,20.3,32.06,0.72,2.463562384
28,9,1982,20.45,29.62,0.65,2.369186296
29,9,1982,19.86,29.92,0.4,2.356991101
30,9,1982,20.94,29.21,0.49,2.357329013
1,10,1982,21.03,30.51,0.31,2.355467614
2,10,1982,20.64,28.25,0.79,2.217622956
3,10,1982,19.39,27.87,0.04,1.936334666
4,10,1982,18.69,27.64,0.01,1.791962141
5,10,1982,19.15,27.29,0.49,1.976207442
6,10,1982,19.34,28.2,0.57,1.818174335
7,10,1982,19.43,28.19,0.22,1.873604547
8,10,1982,18.45,22.96,0.2,1.675474739
9,10,1982,16.36,24.96,0.7,1.492498853
10,10,1982,16.23,26.72,0,1.578552609
11,10,1982,18.58,27.22,5.61,1.983596278
12,10,1982,17.86,24.14,7.81,1.808147388
13,10,1982,17.07,24.35,0.4,1.816267403
14,10,1982,17.17,27.67,0.01,1.67625486
15,10,1982,17.32,29.23,0,1.588738529
16,10,1982,17.46,25.25,0.02,1.634121327
17,10,1982,16.5,23.08,0.01,1.517120709
18,10,1982,15.01,27.56,0.06,1.665609395
19,10,1982,17.53,27.9,1.2,2.023366874
20,10,1982,18.65,25.33,2.21,2.19410812
21,10,1982,19.17,22.67,0.75,2.085215504
22,10,1982,19.33,24.4,11.39,2.178232495
23,10,1982,14.94,25.2,0.56,1.258232427
24,10,1982,15.36,25.77,0.03,1.280573336
25,10,1982,14.56,21.32,1.64,1.408763103
26,10,1982,14.2,20.6,1.27,1.356047501
27,10,1982,14.24,20.19,1.93,1.412196721
28,10,1982,13.3,20.37,0.99,1.35002082
29,10,1982,13.92,19.93,42.77,1.685708874
30,10,1982,17.61,22.23,12.42,1.738401143
31,10,1982,15.43,23.4,3.49,1.636715497
1,11,1982,17.79,20.95,14.66,2.016782849
2,11,1982,15.94,19.25,9.43,1.775376837
3,11,1982,15.13,21.12,1.88,1.791072232
4,11,1982,15.88,20.21,3.71,1.94793969
5,11,1982,14.51,23.05,1.44,1.735149674
6,11,1982,13.74,20.7,1.29,1.556915143
7,11,1982,12.38,21.67,0.11,1.45918399
8,11,1982,13.31,22.66,0.29,1.482475825
9,11,1982,15.93,22.94,0,1.754160462
10,11,1982,15.4,23.88,1,1.861278788
11,11,1982,14.03,22.01,10.48,1.844618634
12,11,1982,16.61,20.18,15.28,1.876281146
13,11,1982,15.79,19.63,10.69,1.680442781
14,11,1982,14.55,20.61,3.14,1.686832621
15,11,1982,13.83,19.34,3.88,1.476769681
16,11,1982,12.05,16.94,7.28,1.265829916
17,11,1982,10.88,14.35,18.96,1.129016925
18,11,1982,13.72,16.06,7.44,1.247698065
19,11,1982,13.22,17.03,0.86,1.130174733
20,11,1982,13.27,17.57,1.83,1.437293021
21,11,1982,13.35,18.4,0.45,1.441723993
22,11,1982,11.5,17.92,0.18,1.327061453
23,11,1982,10.87,19.48,0.01,1.371722115
24,11,1982,10.34,19.63,0.1,1.384198281
25,11,1982,10.78,19.93,0,1.298667487
26,11,1982,12.09,19.75,0.01,1.180588648
27,11,1982,11.09,17.15,0.05,1.209362503
28,11,1982,9.72,16.53,3.33,1.089111043
29,11,1982,9.96,15.83,4.71,1.177455662
30,11,1982,10.71,16.7,0.51,1.087158203
1,12,1982,9.48,15.76,4.34,1.206988922
2,12,1982,9.36,15.17,3.19,1.199291908
3,12,1982,9.6,16.42,1.26,1.226229771
4,12,1982,8.41,16.86,0.17,1.099047872
5,12,1982,11.57,17.39,0.76,1.220558097
6,12,1982,11.35,17.09,3.84,1.340829571
7,12,1982,9.76,15.79,1.52,1.177242885
8,12,1982,8.63,15.99,0.45,1.130103965
9,12,1982,7.09,17.93,0,0.984296181
10,12,1982,7.5,16.4,0.16,1.021953708
11,12,1982,9.22,16.73,1.87,1.319905322
12,12,1982,10.82,17.16,4.46,1.255939608
13,12,1982,11.56,15.92,1.22,1.181932446
14,12,1982,9.05,18.74,0.43,1.22820498
15,12,1982,10.46,14.56,5.46,1.273752385
16,12,1982,9.18,15.59,0.8,1.115112783
17,12,1982,7.63,15.54,0.15,1.093025827
18,12,1982,8.81,16.19,0.03,1.052812864
19,12,1982,7.4,14.07,3.03,0.967643403
20,12,1982,6.65,10.7,10.01,0.81439907
21,12,1982,7.44,14.59,0.16,0.993332775
22,12,1982,6.39,17.18,0.01,0.95361661
23,12,1982,5.76,15.33,1.51,1.055342074
24,12,1982,6.62,11.45,3.9,0.984122101
25,12,1982,5.48,8.58,1.88,0.874101671
26,12,1982,6.78,11.34,2.8,0.956380895
27,12,1982,8.5,13.94,1.5,1.045056955
28,12,1982,8.32,13.41,1.36,1.062858775
29,12,1982,8,15.1,0.29,1.135441098
30,12,1982,9.45,15.13,2.35,1.140344799
31,12,1982,7.34,14.08,0.15,0.874066769
1,1,1983,4.55,12.77,0,0.739610909
2,1,1983,6.09,13.42,0.26,0.93598245
3,1,1983,8.41,14.09,0.53,1.078114004
4,1,1983,8.69,14.72,0.29,1.160487477
5,1,1983,7.86,16.64,0.01,1.222356167
6,1,1983,9.53,17.28,0.05,1.385346017
7,1,1983,8.87,16.32,0.22,1.289342269
8,1,1983,9.46,15.47,0.37,1.161351481
9,1,1983,9.11,13.2,5.7,1.092035455
10,1,1983,9.96,14.73,4.64,1.264752314
11,1,1983,8.61,14.89,0.37,1.091076408
12,1,1983,7,13.34,0.38,1.014691128
13,1,1983,5.36,14.51,0,0.907728846
14,1,1983,4.13,15.48,0.16,0.955618057
15,1,1983,9.25,14.36,1.94,1.129674775
16,1,1983,11.82,15.42,0.5,1.177109167
17,1,1983,9.12,15.57,0.01,1.141606889
18,1,1983,6.73,16.18,0.01,1.049013615
19,1,1983,6.01,17.23,0.01,1.032209328
20,1,1983,8.34,12.22,0.22,0.821802794
21,1,1983,6.24,9.94,4.45,0.66175778
22,1,1983,6.23,13.52,0,0.925400729
23,1,1983,6.5,14.88,0.04,1.079358489
24,1,1983,6.07,13.92,0.24,1.07151196
25,1,1983,7.48,13.78,0.12,1.029311838
26,1,1983,6.3,14.07,0,1.007128735
27,1,1983,6.21,14.06,0,1.057807455
28,1,1983,8.06,14.21,0.01,1.19684926
29,1,1983,10.33,15.72,0.01,1.177159481
30,1,1983,8.7,17.05,0,1.192112814
31,1,1983,9.93,16.72,0.01,1.194333777
1,2,1983,9.08,16.43,0.01,1.166706895
2,2,1983,8.35,16.51,0,1.03398248
3,2,1983,6.44,14.36,0,0.778961591
4,2,1983,6.25,14.02,0.15,0.972404439
5,2,1983,6.21,13.46,0.04,0.764018457
6,2,1983,3.85,17.76,0.04,0.824266084
7,2,1983,6.78,14.68,1,0.909410865
8,2,1983,4.99,16.33,0.35,0.921482569
9,2,1983,7.49,17.85,0.03,1.055241343
10,2,1983,6.43,15,0.32,1.045338404
11,2,1983,4.47,11.49,0.52,0.720690824
12,2,1983,2.06,16.01,0.05,0.764712027
13,2,1983,5.42,17.57,0.21,1.015835853
14,2,1983,8.64,16.19,0.35,1.157974841
15,2,1983,7.03,15.41,0.08,0.962177263
16,2,1983,6.3,15.87,1.62,1.014603001
17,2,1983,6.83,13.08,0.73,0.930378394
18,2,1983,7.04,12.89,0.52,0.867031849
19,2,1983,5.19,12.51,0.01,0.766123652
20,2,1983,4.6,14.04,0,0.764418178
21,2,1983,4.22,14.97,0,0.825320014
22,2,1983,6.58,14.73,0,0.95877713
23,2,1983,7.14,15.86,0.01,1.020515957
24,2,1983,8.61,14.57,0.01,1.011864744
25,2,1983,8.75,15.41,0.14,1.142457587
26,2,1983,8.04,15.26,1.04,1.220436887
27,2,1983,9.1,17.27,0.22,1.212281448
28,2,1983,9.13,15.78,0.05,1.115339099
1,3,1983,8.56,15.96,0.47,1.093422975
2,3,1983,8.66,12.49,3.49,0.995801019
3,3,1983,7.98,13.43,2.24,1.001893334
4,3,1983,7.25,16,0.59,1.035014402
5,3,1983,6.82,16.05,0.22,1.017484253
6,3,1983,7.08,16.51,0.23,0.994802865
7,3,1983,8.17,15.74,0.04,1.058521442
8,3,1983,7.45,17.04,0,1.006222818
9,3,1983,6.72,20.21,0.01,1.019180931
10,3,1983,9.12,22.32,0,1.22436109
11,3,1983,10.59,18.42,0.61,1.327783238
12,3,1983,10.79,16.37,0.22,1.24905004
13,3,1983,9.91,18.78,0.11,1.290075479
14,3,1983,7.88,19.61,0.02,1.20024737
15,3,1983,10.95,22.76,0.41,1.336562137
16,3,1983,8.85,13.98,6,1.03786903
17,3,1983,8.19,13.1,8.73,1.050604786
18,3,1983,10.09,15.74,3.32,1.179594255
19,3,1983,9.53,16.91,0.84,1.284365776
20,3,1983,8.42,19.71,0,1.188516309
21,3,1983,8.93,21.69,0,1.120547292
22,3,1983,11.73,22.26,1.49,1.437228979
23,3,1983,10.66,20.37,0.01,1.379072795
24,3,1983,12.35,22.7,1.87,1.539119718
25,3,1983,10.91,17.71,7.37,1.344261694
26,3,1983,10.24,16.12,2.29,0.964626972
27,3,1983,8.87,16.5,0.17,1.007406624
28,3,1983,8.73,19.74,4.11,1.158494934
29,3,1983,8.54,17.4,0.39,1.067212497
30,3,1983,10.16,17.05,0.35,1.256539767
31,3,1983,10.96,14.64,1.24,1.20638234
1,4,1983,8.36,21.24,0.58,1.115017964
2,4,1983,11.05,18.47,0.28,1.209065304
3,4,1983,10.07,18.04,0.79,1.146501138
4,4,1983,6.99,18.36,0.02,0.907156915
5,4,1983,8.69,19.16,0.03,1.13893768
6,4,1983,10.09,21.41,0,1.184648448
7,4,1983,10.08,22.39,0,1.246295805
8,4,1983,10.01,24.13,0,1.285785079
9,4,1983,10.39,23.4,0,1.217880886
10,4,1983,11.41,26.46,0,1.308931631
11,4,1983,12.26,30.04,0,1.30462944
12,4,1983,11.93,21.02,0.08,1.242621324
13,4,1983,10.1,16.26,0,0.880186107
14,4,1983,9.16,17.39,0,0.919832448
15,4,1983,8.27,17.1,0.04,0.932995907
16,4,1983,7.82,20.49,0,1.012137219
17,4,1983,10.96,23.39,0,1.277701301
18,4,1983,13.68,25.24,0.01,1.435686142
19,4,1983,14.16,24.34,0.01,1.534933793
20,4,1983,12.81,25.29,0,1.470720903
21,4,1983,13.81,27.37,0.07,1.552302471
22,4,1983,11.44,22.66,0,1.209682327
23,4,1983,12.36,24.84,0,1.373782071
24,4,1983,13.44,23.52,0.13,1.46499544
25,4,1983,12.5,24.57,0.01,1.335749425
26,4,1983,13.95,24.25,0.01,1.60514945
27,4,1983,14.06,23.43,0.01,1.600905833
28,4,1983,13.69,26.05,0,1.45273347
29,4,1983,14.35,27.41,0.07,1.576061157
30,4,1983,17.88,26.87,0.76,1.802640922
1,5,1983,14.04,20.61,0.34,1.525735567
2,5,1983,13.2,22.73,0,1.306119723
3,5,1983,11.38,25.46,0,1.239884683
4,5,1983,13.22,27.9,0.01,1.406574326
5,5,1983,15.8,20.33,0.57,1.529754049
6,5,1983,15.05,25.34,0.23,1.532438171
7,5,1983,12.96,28.23,1.53,1.5503542
8,5,1983,17.93,25.76,0.79,1.734906432
9,5,1983,14.31,22.5,0.36,1.401580843
10,5,1983,12.46,24.9,0.02,1.395757361
11,5,1983,15.53,21.77,4.53,1.654865305
12,5,1983,13.73,26.1,0,1.435383016
13,5,1983,14.87,30.27,0,1.587270596
14,5,1983,17.53,30.58,0,1.546495362
15,5,1983,17.38,27.87,0.03,1.526092821
16,5,1983,14.97,23.25,0,1.427098996
17,5,1983,13.75,26.09,0,1.331323409
18,5,1983,15.02,29.52,0,1.30022449
19,5,1983,16.42,31.1,0,1.488441509
20,5,1983,18.38,32.53,0,1.254102758
21,5,1983,17.02,28.88,0.04,1.57381018
22,5,1983,14.13,22.06,3.58,1.233340488
23,5,1983,13.07,21.78,10.12,1.19371834
24,5,1983,12.21,25.7,0,1.139813695
25,5,1983,13.72,24.91,0,1.241219869
26,5,1983,12.64,24.46,0,1.180778418
27,5,1983,14.56,21.34,0.06,1.394418991
28,5,1983,14.89,22.31,0,1.277308611
29,5,1983,14.01,27.26,0,1.346436596
30,5,1983,14.68,30.89,0.05,1.413362252
31,5,1983,16.94,28.24,0,1.579328979
1,6,1983,16.35,29.32,0.01,1.722603877
2,6,1983,18.25,27.65,0.25,1.74920722
3,6,1983,16.77,30.51,0,1.461377204
4,6,1983,17.18,30.74,0,1.439735184
5,6,1983,17.95,30.13,0,1.585796266
6,6,1983,18.44,31.95,0,1.558343482
7,6,1983,19.25,32.19,0,1.585842702
8,6,1983,17.49,27.77,0,1.721669071
9,6,1983,16.24,27.19,0,1.516373675
10,6,1983,15.57,30.46,0,1.233741574
11,6,1983,18.33,35.65,0.03,1.468539298
12,6,1983,20.42,30.4,0,1.843989495
13,6,1983,18.64,30.31,0.07,1.823903268
14,6,1983,18.72,26.11,0.96,1.778818465
15,6,1983,17.88,27.63,0,1.700153908
16,6,1983,17.97,26.29,0,1.5581754
17,6,1983,16.32,28.78,0,1.542409301
18,6,1983,18.88,29.57,0.41,1.735999613
19,6,1983,16.91,27.14,0,1.411296473
20,6,1983,18.4,27.43,2.31,1.65631571
21,6,1983,18.37,26.13,5.14,1.839745115
22,6,1983,16.35,27.54,0,1.526474961
23,6,1983,17.34,27.38,2.16,1.704216874
24,6,1983,19.37,30.72,1.29,1.837761149
25,6,1983,18.59,31.38,0,1.75205599
26,6,1983,18.94,32.02,0.62,1.899924249
27,6,1983,20.33,31.84,0,2.021600857
28,6,1983,19.41,27.32,8.68,2.00133329
29,6,1983,17.85,26.92,0.01,1.703559265
30,6,1983,16.91,29.3,0,1.575055333
1,7,1983,18.23,32.07,0.17,1.639543765
2,7,1983,18.88,29.5,0.01,1.734173734
3,7,1983,17.12,29.17,0,1.688868778
4,7,1983,18.58,31.51,0.03,1.854283206
5,7,1983,22.11,33.78,0.15,1.892076172
6,7,1983,22.69,35.31,0.15,2.011508587
7,7,1983,20.63,33.5,0.09,2.130893754
8,7,1983,20.2,30.82,0,1.87717867
9,7,1983,19.25,31.16,0,1.911798526
10,7,1983,19.43,31.92,0,1.940494478
11,7,1983,21.26,33.04,0,1.872406347
12,7,1983,21.95,34.52,0,1.731463308
13,7,1983,20.95,33.35,0,2.019205307
14,7,1983,22.13,32.83,0,1.711940396
15,7,1983,22.16,30.98,0.21,2.048605868
16,7,1983,20.57,30.9,0,1.98547237
17,7,1983,20.79,32.76,0,1.837634853
18,7,1983,20.64,33.5,0,1.818881543
19,7,1983,22.01,33.61,0,1.713456423
20,7,1983,22.23,35.43,0,1.631159142
21,7,1983,23.11,39.29,0,1.503647255
22,7,1983,25.82,41.32,0,1.563152164
23,7,1983,25.98,41.78,0,1.605222365
24,7,1983,27.08,42.44,0,1.548545128
25,7,1983,27.94,42.01,0,1.373296647
26,7,1983,26.81,40.66,0,1.51103024
27,7,1983,25.29,41.03,0,1.363717065
28,7,1983,25.17,41.15,0,1.549540016
