day,month,year,mintp,mxntp,p,evp
27,6,1991,20.85,35.5,0,1.611984146
28,6,1991,18.86,29.42,0,1.637477546
29,6,1991,17.5,25.8,0,1.453925248
30,6,1991,16.11,27.15,0,1.55350985
1,7,1991,15.93,26.61,0,1.538621532
2,7,1991,17.24,28.94,0,1.53350323
3,7,1991,17.49,31.08,0,1.530617821
4,7,1991,19.87,33.34,0,1.756979852
5,7,1991,20.82,35.5,0,1.804077079
6,7,1991,22.1,35.64,0.01,1.817879593
7,7,1991,21.69,31.73,0.02,2.088688945
8,7,1991,21.27,30.53,0.07,1.829801859
9,7,1991,19.88,31.67,0,1.77317933
10,7,1991,19.56,29.9,0,1.776754929
11,7,1991,20.99,32.56,0.02,2.002708737
12,7,1991,20.18,33.46,0,1.815679595
13,7,1991,21.56,34.13,0,1.856351373
14,7,1991,21.43,33.94,0,1.886996825
15,7,1991,21.81,30.55,0,1.888878428
16,7,1991,20.7,30.9,0,1.970200919
17,7,1991,19.7,33.63,0,1.834181867
18,7,1991,20.96,33.37,0,1.759535393
19,7,1991,20.92,32.16,0,2.035271436
20,7,1991,20.92,34.11,0,1.935620024
21,7,1991,22.39,36.5,0,1.769046776
22,7,1991,23.8,38.5,0,1.66300497
23,7,1991,24.52,38.17,0,2.093096751
24,7,1991,25.73,37.78,0,2.28445706
25,7,1991,22.98,36.8,0,1.983606881
26,7,1991,23.38,31.87,0.01,2.010987287
27,7,1991,21.57,29.94,0,1.84697442
28,7,1991,19.81,30.28,0,1.74117066
29,7,1991,20.48,33.72,0,1.900649482
30,7,1991,21.1,33.26,0.1,2.14963074
31,7,1991,22.32,33.12,0,2.258758819
1,8,1991,21.51,31.61,0,2.111001529
2,8,1991,21.19,31.22,0,2.067629065
3,8,1991,20.43,29.46,0,1.999613718
4,8,1991,20.45,32.15,0,2.071378706
5,8,1991,21.06,32.2,0,2.087958018
6,8,1991,20.52,32.91,0,1.987240411
7,8,1991,22.39,34.34,0,1.805226989
8,8,1991,22.29,34.66,0,1.82028784
9,8,1991,22.19,34.04,3.08,2.227599238
10,8,1991,22.05,31.98,0.01,2.168917742
11,8,1991,21.9,34.68,0,2.218076389
12,8,1991,23.38,36.37,0.04,2.045532661
13,8,1991,23.76,31.15,4.77,2.37058004
14,8,1991,22.55,30.23,4.46,2.384849585
15,8,1991,21.01,31.98,0.04,2.254582276
16,8,1991,21.1,32.15,0.01,2.291438202
17,8,1991,21.73,32.25,0.03,2.324711966
18,8,1991,22.27,33.34,0.02,2.148859987
19,8,1991,21.76,34.17,0,2.086728489
20,8,1991,21.96,33.27,0,2.06268372
21,8,1991,21.51,34.73,0,2.149428551
22,8,1991,22.88,33.6,0,2.201671902
23,8,1991,22.77,32.84,0,2.235591984
24,8,1991,22.31,34.93,0,2.122981042
25,8,1991,23.3,35.26,0,1.906236406
26,8,1991,22.98,35.56,0,2.037003343
27,8,1991,24.06,36.16,0,1.977188354
28,8,1991,23.43,36.92,0,1.934833649
29,8,1991,23.05,36.92,0,1.97918322
30,8,1991,23.66,35.35,0.06,2.41007202
31,8,1991,24.44,31.99,0.22,2.386084176
1,9,1991,24.5,33.71,0.67,2.484128607
2,9,1991,24.55,30.41,1.64,2.301417194
3,9,1991,23.2,30.77,3.65,2.397079169
4,9,1991,22.97,28.08,4.54,2.51962715
5,9,1991,22.61,27.42,3.23,2.438045317
6,9,1991,22.58,30.55,4.3,2.592074483
7,9,1991,21.82,27.74,16.52,2.483255755
8,9,1991,21.29,27.45,8.85,2.326104315
9,9,1991,20.67,29.01,1.9,2.144387122
10,9,1991,21.18,30.61,0.9,2.127008452
11,9,1991,21.33,33.23,0.01,2.190898617
12,9,1991,22.05,32.19,4.06,2.365129964
13,9,1991,22.48,28.51,3.72,2.449224298
14,9,1991,22.2,26.1,7.42,2.457689399
15,9,1991,21.32,28.15,1.5,2.319391567
16,9,1991,20.32,27.54,3.51,2.211745216
17,9,1991,20.6,27.54,3.54,2.168061889
18,9,1991,19.95,28.55,1.21,2.194613589
19,9,1991,20.16,28.79,0.25,2.162641323
20,9,1991,19.75,29.48,0,2.051365477
21,9,1991,20.21,31.6,0.19,2.261012153
22,9,1991,21.45,33.21,0.38,2.349310588
23,9,1991,22.81,29.02,0.17,2.38948594
24,9,1991,20.69,26.92,0.01,2.06391533
25,9,1991,19.63,29.94,0,2.111710018
26,9,1991,21.45,32.89,0.04,2.265444214
27,9,1991,21.51,29.97,0.64,2.456251514
28,9,1991,21.75,26.89,0.84,2.235782031
29,9,1991,20.56,30.55,0.28,2.32629944
30,9,1991,19.82,31.8,0.89,1.988989929
1,10,1991,20.38,25.28,2.77,1.9746507
2,10,1991,19.5,26.45,0.01,1.968486721
3,10,1991,18.98,26.13,0.01,1.890571979
4,10,1991,18.72,26.97,0,1.857563447
5,10,1991,18.09,27.17,0.04,1.707653888
6,10,1991,17.62,26.88,0.14,1.865256104
7,10,1991,17.99,23.96,0.93,1.742278988
8,10,1991,16.62,28.74,0.01,1.631249715
9,10,1991,19.23,29.14,0,1.845629336
10,10,1991,19.24,30,0,2.009228758
11,10,1991,19.83,28.66,1.99,1.911646866
12,10,1991,18.29,26.18,1.64,1.675482173
13,10,1991,18.12,26.38,0.19,1.748442628
14,10,1991,17.4,27.55,0.26,1.751556263
15,10,1991,18.4,23.29,5.47,1.903126407
16,10,1991,18.24,25.26,3.19,1.983527001
17,10,1991,19.65,26.03,1.3,2.249442862
18,10,1991,19.49,27.84,1.58,2.290880673
19,10,1991,17.94,26.18,1.51,1.976794724
20,10,1991,14.09,17.97,13.34,1.35493234
21,10,1991,13.89,20.57,0.89,1.263077402
22,10,1991,11.97,20.76,0.5,1.159294776
23,10,1991,14.74,23.07,0,1.30386045
24,10,1991,16.1,24.07,0.02,1.558731608
25,10,1991,15.91,25.93,0.34,1.7913593
26,10,1991,15.62,26.76,0.44,1.727670651
27,10,1991,17.79,23.37,1.78,1.939485796
28,10,1991,15.87,19.43,9.5,1.797904624
29,10,1991,14.8,21.78,0.63,1.584950701
30,10,1991,15.21,20.33,0.52,1.45827742
31,10,1991,13.96,19.57,0.4,1.375736711
1,11,1991,15.05,20.81,0.92,1.502228969
2,11,1991,14.92,21.83,0.08,1.536559381
3,11,1991,12.89,23.45,0,1.470594584
4,11,1991,13.46,25.97,0,1.397702996
5,11,1991,14.79,23.4,0.15,1.540525152
6,11,1991,12.88,18.9,0.27,1.249669474
7,11,1991,12.87,17.49,5.04,1.100353679
8,11,1991,13.97,19.33,0.54,1.274157696
9,11,1991,14.39,19.13,0.68,1.335209404
10,11,1991,12.96,19.35,0.64,1.319861492
11,11,1991,10.88,18.47,0.01,1.130117946
12,11,1991,10.4,20.37,0,1.17754124
13,11,1991,11.55,21.74,0,1.463271271
14,11,1991,13.65,23.79,0.02,1.439861118
15,11,1991,14.65,19.9,0.02,1.546561366
16,11,1991,13.16,21.61,0.16,1.403424087
17,11,1991,14.35,17.96,1.03,1.318759311
18,11,1991,13.91,20.13,0.28,1.364591923
19,11,1991,10.95,22.93,0,1.274077643
20,11,1991,12.43,20.45,0.4,1.262304061
21,11,1991,9.72,16.58,0.73,1.088319466
22,11,1991,8.24,17.17,0.14,0.963171286
23,11,1991,10.33,15.53,50.9,1.159425735
24,11,1991,10.26,16.11,5.94,1.104307418
25,11,1991,8.9,18.51,0.08,1.066607305
26,11,1991,10.68,19.76,0,1.143846597
27,11,1991,11.15,19.92,0,1.403617963
28,11,1991,11.32,19.51,0.01,1.493422213
29,11,1991,9.53,20.32,0,1.325382679
30,11,1991,12.11,16.02,0.3,1.322126033
1,12,1991,10.56,17.8,0.24,1.424887713
2,12,1991,11.15,17.61,1.55,1.40150174
3,12,1991,11.7,14.29,27.33,1.382442973
4,12,1991,9.91,15.7,2.61,1.246421677
5,12,1991,9.23,15.27,0.23,1.27127894
6,12,1991,8.84,17.17,0.65,1.170974497
7,12,1991,8.93,11.65,0.14,0.802814332
8,12,1991,7.97,14.49,0.03,0.841747227
9,12,1991,8.57,14.57,0.91,0.945067466
10,12,1991,6.43,12.45,0.14,0.801024703
11,12,1991,7.49,13.43,0.31,0.891029043
12,12,1991,7.53,13.13,0.17,0.914092158
13,12,1991,7.2,12.88,0.03,0.816714483
14,12,1991,6.55,14.03,0.08,0.806822142
15,12,1991,7.42,13.92,0.41,1.031417727
16,12,1991,6.26,15.55,0.04,0.954515838
17,12,1991,8.6,13.47,0.09,1.037957007
18,12,1991,7.61,14.63,0.08,1.095589397
19,12,1991,12.04,16.19,0.29,1.169659655
20,12,1991,12.41,17.81,0.23,1.206052293
21,12,1991,12.06,14.24,1.08,0.967126099
22,12,1991,13.2,15.11,2.24,1.252976127
23,12,1991,13.28,17.76,0.24,1.47405788
24,12,1991,12.91,16.27,0.75,1.225443591
25,12,1991,9.92,14.26,1.81,1.040321694
26,12,1991,8.37,13.12,0.04,0.809747125
27,12,1991,7.1,15.34,1.34,0.955781402
28,12,1991,8.76,14.82,0.99,1.053420554
29,12,1991,7.63,12.09,0.49,0.850848287
30,12,1991,6.5,12.76,0.23,0.905868519
31,12,1991,5.8,14.31,0.02,0.9595655
1,1,1992,8.89,14.88,0.01,1.086226304
2,1,1992,8.89,14.88,0.01,1.086226304
3,1,1992,8.78,14.67,0,0.961003852
4,1,1992,5.63,14.96,0,0.878630134
5,1,1992,5.41,15.09,0,0.875241001
6,1,1992,8.28,14.41,0,1.003910384
7,1,1992,6.77,13.58,0.01,0.929150166
8,1,1992,7.46,14.57,0,0.832443624
9,1,1992,4.52,16.04,0,0.913420163
10,1,1992,4.44,16.77,0,0.881912452
11,1,1992,6.01,17.66,0,1.007148925
12,1,1992,8.37,17.15,0,1.008537416
13,1,1992,7.61,16.61,0,1.090732621
14,1,1992,7.62,15.76,0.02,1.186829423
15,1,1992,8.13,15.04,0.07,1.195134397
16,1,1992,8.54,14.63,0.06,1.136299111
17,1,1992,8.17,13.79,0.07,1.083478065
18,1,1992,6.95,14.49,0.03,0.97093033
19,1,1992,8.1,13.46,0.5,1.127776607
20,1,1992,7.62,14.17,0.61,1.074501694
21,1,1992,6.54,14.09,0.52,1.03511703
22,1,1992,7.26,13.43,0.97,1.086722366
23,1,1992,7.08,15.92,0.24,1.045628415
24,1,1992,7.03,16.48,0.03,1.06990084
25,1,1992,7.53,16.1,4.57,1.222451415
26,1,1992,7.03,15.25,3.23,0.990614591
27,1,1992,6.58,14.75,0.18,0.94285039
28,1,1992,8.78,12.39,21.95,1.189857109
29,1,1992,10.72,13.76,22.07,1.239369268
30,1,1992,8.5,13.49,3.94,1.147306445
31,1,1992,6.91,13.85,0.09,0.962007034
1,2,1992,6.22,14.76,0.1,1.044367868
2,2,1992,8.28,13.95,0.78,1.101444788
3,2,1992,6.31,13.36,1.12,0.913080414
4,2,1992,4.21,13.41,0,0.776751676
5,2,1992,6.65,16.13,0.23,1.088841537
6,2,1992,8.86,14.16,0.36,1.087614075
7,2,1992,8.23,15.96,0.16,1.186365986
8,2,1992,6.4,17.07,0.01,1.08903045
9,2,1992,7.77,16.73,0.09,1.119375869
10,2,1992,7.67,16.46,0.02,1.088630415
11,2,1992,6.32,17.19,0,1.116700373
12,2,1992,7.85,18.54,0.12,1.223240617
13,2,1992,7.63,19.07,0,1.15888024
14,2,1992,9.67,20.97,0.13,1.119177499
15,2,1992,9.83,14.5,1.39,1.003490532
16,2,1992,7.91,16.05,0.05,1.043874561
17,2,1992,6.57,16.79,0,1.038785399
18,2,1992,8.47,15.58,0,1.041495746
19,2,1992,8.79,13.89,0.01,0.852745559
20,2,1992,7.93,9.6,3.67,0.981127435
21,2,1992,9.61,12.1,20.75,1.18466266
22,2,1992,6.79,11.09,17.94,0.939051338
23,2,1992,6.23,13.54,0.08,0.778531039
24,2,1992,6.19,14.45,0,0.846090372
25,2,1992,4.7,16.56,0,0.893248958
26,2,1992,7.3,17.66,0.1,1.033619732
27,2,1992,7.7,17,0.81,1.158206075
28,2,1992,8.92,15.68,2.3,1.228816722
29,2,1992,10.29,12.75,14.25,1.241927102
1,3,1992,8.72,15.54,1.61,1.184859379
2,3,1992,7.52,16.54,0.08,1.146852438
3,3,1992,9.55,14.95,0.09,1.268568932
4,3,1992,11.46,16.83,0.02,1.445711363
5,3,1992,11.35,16.3,0.03,1.417260462
6,3,1992,12.52,17.24,0.22,1.501148355
7,3,1992,11.53,18.35,0.05,1.462100212
8,3,1992,10.77,16.74,0.1,1.415390564
9,3,1992,10.87,16.12,0.62,1.414232596
10,3,1992,9.62,16.72,3.93,1.308357477
11,3,1992,10.79,14.82,6.76,1.243611089
12,3,1992,8.3,14.27,1.65,1.039536133
13,3,1992,7.85,14.91,1.89,1.058358539
14,3,1992,8.43,16.42,0.09,1.102032902
15,3,1992,6.94,18.05,0,1.07406444
16,3,1992,10.13,17.49,0.8,1.250977918
17,3,1992,12.14,17.07,0.98,1.265046755
18,3,1992,9.06,17.76,0.28,1.147111184
19,3,1992,7.9,15.89,0,0.829733124
20,3,1992,8.06,17.82,0.02,0.993335481
21,3,1992,8.06,17.28,0.3,1.100401039
22,3,1992,9.8,18.77,0.2,1.255264977
23,3,1992,10.45,17.96,0,1.213936424
24,3,1992,12.01,19.38,0.02,1.208668168
25,3,1992,10.2,23.1,0.02,1.192070167
26,3,1992,9.38,18.35,0.21,1.231362032
27,3,1992,9.36,15.06,0.38,0.957247187
28,3,1992,8.15,14.86,1.29,0.933542169
29,3,1992,8.13,13.41,3.84,0.946753438
30,3,1992,9.24,16.68,1.32,1.047386804
31,3,1992,7.71,19.76,0,1.034267285
1,4,1992,8.36,23.96,0.07,1.018923698
2,4,1992,9.26,17.62,0.09,0.984986799
3,4,1992,7.84,20.82,0,0.995575041
4,4,1992,9.27,25.04,0,1.122226628
5,4,1992,11.58,23.87,0,1.207799997
6,4,1992,11.9,21.95,0.06,1.33054865
7,4,1992,11.04,16.4,5.15,1.248233188
8,4,1992,9.64,17.92,0.28,1.103508357
9,4,1992,9.82,18.64,3.3,1.145296881
10,4,1992,9.56,16.42,3.89,1.09855547
11,4,1992,10.78,16.29,4.9,1.211416989
12,4,1992,10.89,16.74,5.14,1.114553817
13,4,1992,9.49,18.32,0.63,1.151604171
14,4,1992,8.6,19.98,0.37,1.179249155
15,4,1992,8.91,20.21,0.01,1.097878717
16,4,1992,6.67,22.01,0,1.001450815
17,4,1992,9.86,17.77,8.46,1.245380378
18,4,1992,7.95,12.6,2.11,0.905357509
19,4,1992,8.87,14.14,11.26,1.009311846
20,4,1992,10.02,17.66,0.55,1.032329917
21,4,1992,11.16,20.21,0.03,1.320733529
22,4,1992,9.09,22.89,0,1.270768474
23,4,1992,11.64,24.88,0,1.326983007
24,4,1992,11.85,23.39,0.04,1.312719378
25,4,1992,11.88,25.77,0.17,1.376721691
26,4,1992,14.58,26.92,0.01,1.460123644
27,4,1992,15.91,24.19,2.15,1.633726185
28,4,1992,15.19,26.25,0.02,1.633984421
29,4,1992,14.7,27.61,0.16,1.552925076
30,4,1992,12.03,26.39,3.03,1.424438071
1,5,1992,11.19,17.63,8.33,1.058546349
2,5,1992,10.12,14.81,6.73,1.132418958
3,5,1992,9.96,18.45,0.43,1.214746687
4,5,1992,10.84,21.14,0,1.358019063
5,5,1992,13.28,20.65,1.02,1.471052642
6,5,1992,13.36,19.81,1.22,1.414844284
7,5,1992,13.75,22.57,1.38,1.537033956
8,5,1992,11.99,21.9,0.11,1.331464326
9,5,1992,11.78,23.23,0.4,1.371072389
10,5,1992,11.65,23.98,0.07,1.262624682
11,5,1992,11.62,23.27,0,1.278364661
12,5,1992,11.76,25.44,0,1.377855395
13,5,1992,13.52,24.8,0,1.507926021
14,5,1992,13.49,25.71,0,1.594032411
15,5,1992,14.07,26.38,0,1.490691733
16,5,1992,14.43,25.23,0,1.545190216
17,5,1992,14,24.48,0,1.495154725
18,5,1992,13.32,27.45,0,1.390755744
19,5,1992,15.67,27,0,1.428454532
20,5,1992,15.58,23.32,1.7,1.588739816
21,5,1992,13.95,24.62,4.3,1.578333312
22,5,1992,15.69,25.7,2.93,1.682012444
23,5,1992,16.23,27.64,0.46,1.756312301
24,5,1992,17.58,23.92,6.08,1.92143452
25,5,1992,15.74,23.54,9.54,1.752854781
26,5,1992,15.95,18.24,13.42,1.72541686
27,5,1992,15.85,21.86,14.52,1.774013241
28,5,1992,14.37,26.61,0.16,1.645469124
29,5,1992,16.83,29.12,0.4,1.781599742
30,5,1992,17.22,29.94,0.01,1.821372055
31,5,1992,18.83,32.92,0,1.693586434
1,6,1992,20.19,32.81,0,1.607624858
2,6,1992,18.53,29,0,1.828517077
3,6,1992,18.38,25.69,0.05,1.743197242
4,6,1992,17.99,26.73,0,1.854525342
5,6,1992,16.2,23.79,0.09,1.629343499
6,6,1992,15.37,26.65,0,1.597663727
7,6,1992,15.73,29.58,0,1.512909136
8,6,1992,17.62,28.73,0,1.590535637
9,6,1992,16.73,26,0,1.396481703
10,6,1992,14.98,28.52,0,1.390943425
11,6,1992,16.83,24.78,0.4,1.792994099
12,6,1992,16.09,23.21,0.53,1.394594262
13,6,1992,16.5,25.18,0.9,1.541395942
14,6,1992,17.59,27.82,0.07,1.712677254
15,6,1992,17.08,29.55,0,1.589140986
16,6,1992,18.06,27.94,0,1.779799432
17,6,1992,16.66,27.01,1,1.810564616
18,6,1992,16.94,25.6,1.37,1.695443059
19,6,1992,17.11,25.29,3.74,1.705811811
20,6,1992,18.13,25.43,5.08,1.825894382
21,6,1992,16.74,30.23,0.06,1.772490546
22,6,1992,18.97,32.78,0,1.909874178
23,6,1992,19.7,31.69,0.39,2.084137793
24,6,1992,18.25,27.21,0.01,1.832501619
25,6,1992,17.54,30.27,0,1.734153692
26,6,1992,18.56,25.93,0,1.743615592
27,6,1992,17.35,26.39,0,1.610032835
28,6,1992,17.25,27.06,0,1.619019455
29,6,1992,17.01,26.87,0,1.708097799
30,6,1992,16.69,27.57,0,1.659476795
1,7,1992,17.69,27.94,0,1.680222102
2,7,1992,18.18,26.36,5.64,1.96700628
3,7,1992,18.39,23.9,16.17,1.93450636
4,7,1992,17.96,26.37,0,1.807011252
5,7,1992,16.55,29.76,0,1.722229075
6,7,1992,19.52,30.96,0.06,2.036321558
7,7,1992,19.11,28.34,0.05,2.069571565
8,7,1992,19.88,27.54,0.06,2.095865049
9,7,1992,18.91,27.05,0.05,1.992941383
10,7,1992,19.84,27.72,0,2.001017895
11,7,1992,18.26,28.62,0,1.814154803
12,7,1992,19.43,28.6,0.01,1.936252529
13,7,1992,18.26,28.17,0,1.780299013
14,7,1992,17.96,28.96,0,1.866331551
15,7,1992,17.58,28.48,0,1.780216021
16,7,1992,17.99,29.73,0,1.834844448
17,7,1992,18.12,31.67,0,1.527289264
18,7,1992,19.23,32.45,0,1.561510778
19,7,1992,19.36,31.46,0,1.918021826
20,7,1992,19.55,30.99,0,1.990688467
21,7,1992,19.52,33.06,0,1.780089025
22,7,1992,21.04,33.2,0,2.061991059
23,7,1992,22.07,32.49,0.14,2.245281339
24,7,1992,21.55,31.74,0.86,2.328366286
25,7,1992,21.3,32.3,0.01,2.230892373
26,7,1992,21.29,32.78,0,2.05960253
27,7,1992,21.78,32.84,0.01,2.143176626
28,7,1992,21.39,33.4,0,2.125027177
29,7,1992,22.29,32.59,0.06,2.386068012
30,7,1992,21.94,33.03,0.02,2.245950338
31,7,1992,22.81,34.13,0.14,2.112366988
1,8,1992,22.73,35.17,0,1.856274779
2,8,1992,22.95,34.76,0,1.806369001
3,8,1992,22.65,34.95,0,1.88460058
4,8,1992,22.7,35.94,0,1.838800272
5,8,1992,23.92,35.24,0,2.011142824
6,8,1992,24.19,34.69,0.05,2.390381925
7,8,1992,23.91,33.37,0.22,2.507677412
8,8,1992,23.28,32.99,0.25,2.418836471
9,8,1992,23.7,34.4,0.06,2.251611407
10,8,1992,23.47,35.36,0,2.071747457
11,8,1992,24.15,32.05,0.09,2.289170215
12,8,1992,22.86,32.38,0,2.068833513
13,8,1992,22.11,33.42,0,1.975268821
14,8,1992,21.36,33.68,0,2.039870516
15,8,1992,22.17,32.99,0.01,2.105699578
16,8,1992,21.33,34.37,1.16,2.094532773
17,8,1992,22.41,30.62,0.89,2.011826813
18,8,1992,20.91,30.97,0,2.111903712
19,8,1992,20.79,31.73,0,2.070594474
20,8,1992,22.13,31.88,0,2.203321306
21,8,1992,22.08,32.98,0,2.057617985
22,8,1992,21.07,34.32,0,2.119885459
23,8,1992,21.41,35.43,0,2.043477793
24,8,1992,23.79,36.82,0,2.090528887
25,8,1992,22.64,36.36,0,2.122743994
26,8,1992,22.7,34.97,0,2.342071332
27,8,1992,23.15,35,0,2.177596937
28,8,1992,23.67,34.52,0.06,2.267946698
29,8,1992,23.56,35.1,0.1,2.344239723
30,8,1992,24.59,38.67,0.18,2.333549697
31,8,1992,23.77,31.28,0.01,2.103357707
1,9,1992,22.61,33.78,0,1.987495117
2,9,1992,22.21,30.88,0,2.069552937
3,9,1992,20.15,27.91,0,1.634483519
4,9,1992,19.28,29.42,0,1.767943266
5,9,1992,20.52,29.01,0,1.982952488
6,9,1992,19.83,28.01,0.07,1.631448986
7,9,1992,18.39,28.71,0,1.583052397
8,9,1992,18.06,30.79,0,1.558502031
9,9,1992,20.1,31.49,2.62,2.119440282
10,9,1992,21.16,31.67,1.39,2.20642138
11,9,1992,21.47,32.41,1.99,2.269566906
12,9,1992,21.95,32.77,3.03,2.306085382
13,9,1992,23.21,33.32,0.01,2.180681592
14,9,1992,22.29,31.3,0.78,2.404667045
15,9,1992,20.95,31.07,0.07,2.191654016
16,9,1992,21.4,31.3,0.04,2.194208179
17,9,1992,20.11,30.67,0,2.135956958
18,9,1992,21.45,30.87,0.01,2.103556434
19,9,1992,20.56,30.99,0.09,1.970272991
20,9,1992,21.33,28.82,1.16,2.004652731
21,9,1992,21.41,29.28,1.41,2.119257917
22,9,1992,21.21,28.27,1.29,2.091070715
23,9,1992,20.32,28.48,0.95,2.221138193
24,9,1992,20,28.34,1.35,2.073449264
25,9,1992,20.68,27.46,1.39,2.198635968
26,9,1992,20.22,32.3,1.04,2.187714181
27,9,1992,21.87,30.63,1.44,2.500720115
28,9,1992,22.81,28.83,2.01,2.561401054
29,9,1992,21.65,27.31,2.82,2.450825383
30,9,1992,20.23,28.3,0.07,2.076794715
1,10,1992,18.85,27.64,0.31,2.040516476
2,10,1992,19.01,28.31,0.01,1.893041686
3,10,1992,18.67,27.29,0.02,1.907609808
4,10,1992,18.14,24.46,7.77,1.881267177
5,10,1992,16.63,28.75,0.45,1.550875331
6,10,1992,14.33,25.75,0.08,1.369858411
7,10,1992,15.66,27.49,0.08,1.489537873
8,10,1992,16.63,27.2,0,1.66366065
9,10,1992,19.82,25.4,0.84,2.240259341
10,10,1992,21.17,29.24,1.15,2.361841031
11,10,1992,19.95,25.37,1.93,2.293315445
12,10,1992,18.63,24.78,0.71,1.864566869
13,10,1992,17.27,26.26,0.59,1.681351028
14,10,1992,17.57,25.03,6.15,1.865049357
15,10,1992,15.12,23.01,5.53,1.576490335
16,10,1992,16.48,23.07,2.61,1.595751581
17,10,1992,15.13,28.58,0,1.371050923
18,10,1992,18.18,30.35,0.15,1.728337191
19,10,1992,17.47,25.55,0,1.663048798
20,10,1992,17.58,26.92,0,1.93373297
21,10,1992,18.92,30.79,0.01,1.887756706
22,10,1992,18.01,30.01,0,1.947916997
23,10,1992,15.08,20.21,2.61,1.509424656
24,10,1992,14.37,20.4,6.26,1.378994259
25,10,1992,15.04,23.16,0.78,1.563787599
26,10,1992,16.22,23.76,2,1.696863384
27,10,1992,13.22,26.03,0,1.476987612
28,10,1992,14.96,26.94,0.01,1.595257783
29,10,1992,15.39,26.72,0,1.808273989
30,10,1992,15.58,26.55,0,1.821124055
31,10,1992,15.42,27.69,0,1.75334408
1,11,1992,15.53,26.86,0,1.695973032
2,11,1992,16.76,22.87,0.03,1.863326956
3,11,1992,13.25,19.23,5.96,1.351415372
4,11,1992,13.64,18.26,9.24,1.522806965
5,11,1992,15.97,20.08,6.71,1.779645705
6,11,1992,16.07,20.54,5.4,2.021251837
7,11,1992,16.29,20.82,2.5,2.0232372
8,11,1992,15.58,23.44,0.1,1.924592895
9,11,1992,14.02,22.56,0.01,1.764093445
10,11,1992,14.57,24.56,0.05,1.771349097
11,11,1992,15.74,24.15,0.21,1.80753115
12,11,1992,14.97,23.33,0.08,1.838914282
13,11,1992,14.01,21.77,0.59,1.638292058
14,11,1992,14.35,19.82,0.04,1.302013145
15,11,1992,14.3,21.62,0.27,1.531427833
16,11,1992,13.37,22.78,0.01,1.552497107
17,11,1992,13.29,23.18,0.01,1.375401205
18,11,1992,13.77,18.3,1.63,1.421720482
19,11,1992,12.49,15.54,4.94,1.100311268
20,11,1992,12.65,18,3.36,1.255755647
21,11,1992,16.12,20.43,1.05,1.592702664
22,11,1992,14,20.91,0.05,1.527744941
23,11,1992,13.49,21.01,0,1.590396382
24,11,1992,13.75,21.37,0,1.666430648
25,11,1992,11.88,21.02,0,1.465077725
26,11,1992,11.12,22.28,0,1.211648143
27,11,1992,10.55,22.21,0,1.432660425
28,11,1992,11.43,21.66,0,1.469063517
29,11,1992,12.39,20.64,0,1.572459368
30,11,1992,11.08,21.69,0,1.399190124
1,12,1992,11.03,18.09,0,1.420559881
2,12,1992,11.58,19.82,0,1.425136301
3,12,1992,8.96,21.45,0,1.097110644
4,12,1992,8.49,21.9,0.02,0.910014972
5,12,1992,11.44,21.17,0.01,1.357211158
6,12,1992,11.72,22.72,1.27,1.27171329
7,12,1992,12.96,17.08,0.27,1.106167125
8,12,1992,12.21,20.03,0.09,1.252950167
9,12,1992,10.28,14.55,3.37,1.140672266
10,12,1992,9.31,12.76,3.68,1.097054483
11,12,1992,10.58,15.74,1.27,1.200916409
12,12,1992,9.07,16.03,0.63,1.198110654
13,12,1992,10.36,16.3,0.34,1.256878462
14,12,1992,10.37,17.22,0.63,1.237292851
15,12,1992,9.68,17.79,0.12,1.196480634
16,12,1992,8.35,18.15,0,1.054635677
17,12,1992,8.55,19.82,0,1.16656283
18,12,1992,10.28,15.95,29.65,1.44601652
19,12,1992,13.14,16.42,28.23,1.454836701
20,12,1992,11.93,16.76,2.34,1.373147902
21,12,1992,9.67,17.58,0.25,1.334491292
22,12,1992,8.46,18.3,0,1.176355576
23,12,1992,8.72,15.65,0,1.128657022
24,12,1992,8.37,17.96,0,1.286272714
25,12,1992,9.05,17.18,0,1.261396183
26,12,1992,9.93,18.03,0.06,1.367557347
27,12,1992,12.46,16.75,0.67,1.553577861
28,12,1992,11.16,14.34,15.99,1.271416161
29,12,1992,6.05,13.35,8.83,0.906407217
30,12,1992,5.58,8.64,3.98,0.841047012
31,12,1992,4.79,9.91,0.2,0.789195238
1,1,1993,9.59,14.67,0.57,1.066274385
2,1,1993,6.32,11.76,3.42,0.860087781
3,1,1993,5.15,10.41,4.81,0.879334442
4,1,1993,4.81,8.66,4.25,0.797412674
5,1,1993,6.37,14.38,1.24,1.010431311
6,1,1993,8.36,13.33,0.35,1.006208851
7,1,1993,7.35,14.06,0.36,0.966741441
8,1,1993,10.99,13.45,1.16,1.196172496
9,1,1993,11.94,14.01,1.99,1.2641115
10,1,1993,10.49,16.32,0.37,1.231965675
11,1,1993,6.93,17.12,0,1.012405256
12,1,1993,6.94,18.55,0,1.015650347
13,1,1993,7.66,15.89,0,1.193790955
14,1,1993,9.07,14.9,0,1.159993963
15,1,1993,9.76,14.62,0,1.159431575
16,1,1993,10.41,15.96,0,1.146314169
17,1,1993,8.63,16.3,0,1.14080939
18,1,1993,6.79,16.92,0,1.06573386
19,1,1993,7.43,15.95,0,1.116862296
20,1,1993,7.07,15.45,0,1.103946431
21,1,1993,9.06,15.23,0,1.149201752
22,1,1993,8.44,14.81,0,1.024338506
