"day","month","year","mintp","mxntp","p","evp"
"04","09","2015",24.36,29.38,1.38,2.92566552063653
"05","09","2015",24.34,28.48,1.26,2.92610057443434
"06","09","2015",23.98,28.8,4.42,3.00179307127324
"07","09","2015",24.54,27.59,21.75,3.0207191546273
"08","09","2015",24.28,27.75,7.71,2.82670296375973
"09","09","2015",23.86,28.15,1.81,2.79745163207053
"10","09","2015",23.27,27.47,0.86,2.56489969508706
"11","09","2015",23.11,27.64,0.21,2.55464455290163
"12","09","2015",22.87,27.86,0.44,2.54049797844235
"13","09","2015",22.89,28.45,0.27,2.53313993638873
"14","09","2015",22.03,29.12,1.67,2.63367788759715
"15","09","2015",23.75,29.13,0.36,2.79772399995889
"16","09","2015",24.03,29.32,1.91,2.82024846132783
"17","09","2015",23.59,28.17,1.19,2.83126968591675
"18","09","2015",23.67,28.47,0.36,2.5897599086384
"19","09","2015",22.97,28.25,0.14,2.4978603685853
"20","09","2015",23.2,28.93,0.37,2.67810769614628
"21","09","2015",23.3,28.9,5.93,2.75468275605062
"22","09","2015",23.87,29.08,1.93,2.82874260391259
"23","09","2015",23.74,29.7,0.25,2.81965176743126
"24","09","2015",23.63,29.9,1.45,2.90485976927643
"25","09","2015",24.67,28.69,2.94,2.9530315301197
"26","09","2015",24.16,28.64,3.35,2.85586348363888
"27","09","2015",23.17,28.26,1.45,2.73563639673981
"28","09","2015",23.17,26.07,50.79,2.81248656948932
"29","09","2015",24.47,27.01,45.99,2.94465418078238
"30","09","2015",24.42,28.04,5.05,2.98859900409332
"01","10","2015",23.76,29.44,0.65,2.87402214556431
"02","10","2015",23.98,27.23,1.23,2.76647520355212
"03","10","2015",23.64,28.96,1.67,2.87535566908605
"04","10","2015",23.75,29.75,0.46,2.81654533610545
"05","10","2015",23.91,29.79,0.35,2.83915289496535
"06","10","2015",24.38,28.25,0.91,2.86179982323657
"07","10","2015",23.66,26.99,0.46,2.72669344047539
"08","10","2015",22.72,27.89,4.91,2.66988924505935
"09","10","2015",23.44,27.78,7.68,2.76269534057685
"10","10","2015",22.98,27.38,6.18,2.65460452890596
"11","10","2015",22.52,27.4,1.84,2.49456032855044
"12","10","2015",21.89,25.84,0.91,2.27803436532392
"13","10","2015",20.82,27.21,0.2,2.26847175680833
"14","10","2015",20.93,27.16,0.62,2.26417894559241
"15","10","2015",21.03,27.3,0.63,2.28626043041445
"16","10","2015",21.39,28.53,0.11,2.35736109111654
"17","10","2015",20.68,28.24,0.08,2.19537392006161
"18","10","2015",21.99,28.78,2.19,2.59182665112615
"19","10","2015",23.07,27.38,2.07,2.58271486474637
"20","10","2015",22.89,27.93,10.3,2.6849707933475
"21","10","2015",22.92,27.07,9.18,2.50927088677708
"22","10","2015",22.15,28.27,1.53,2.38949626793004
"23","10","2015",22.31,27.47,0.72,2.63811746019436
"24","10","2015",23.27,27.9,0.94,2.81470687634249
"25","10","2015",23.18,28.42,0.81,2.73515327493783
"26","10","2015",22.39,27.46,0.14,2.48904737600567
"27","10","2015",21.88,27.56,0.02,2.41111790755314
"28","10","2015",21.83,27.99,0.39,2.45751069419248
"29","10","2015",22.64,27.59,0.62,2.54800224335832
"30","10","2015",21.95,27.75,0.26,2.47605873917197
"31","10","2015",22.32,27.43,3.44,2.53133542016043
"01","11","2015",22.2,27.15,3.51,2.56781808129978
"02","11","2015",21.45,26.86,2.04,2.46746455911474
"03","11","2015",21.3,27.78,0.87,2.42972775050818
"04","11","2015",23.06,28.06,3.31,2.70603023785425
"05","11","2015",22.88,28.2,0.61,2.67991663642074
"06","11","2015",22.49,28.82,0.42,2.62939667383994
"07","11","2015",22.47,29.01,0.13,2.62446070357372
"08","11","2015",22.84,29.22,0.08,2.64427899659114
"09","11","2015",23.42,29,0.56,2.62419566583417
"10","11","2015",21.83,27.49,2.34,2.40622205903137
"11","11","2015",20.92,27.76,0.5,2.32710969213175
"12","11","2015",21.71,28.18,0.83,2.52233693822785
"13","11","2015",22.56,28.05,0.61,2.57566545250951
"14","11","2015",21.96,27.88,1.69,2.49839773152845
"15","11","2015",22.88,27.06,1.93,2.60232913068749
"16","11","2015",21.96,28.83,0.06,2.46814251288626
"17","11","2015",22.53,29.16,0.08,2.59051611595236
"18","11","2015",22.38,29.49,0.11,2.62109479367194
"19","11","2015",23.19,28.43,1.51,2.65132158009943
"20","11","2015",23.2,27.87,8.06,2.64444702756468
"21","11","2015",22.83,27.85,3.9,2.52993731105249
"22","11","2015",22.25,28.04,0.32,2.34991036354233
"23","11","2015",22.22,28.29,0.48,2.45252228103938
"24","11","2015",21.28,27.59,0.13,2.28860060836911
"25","11","2015",20.65,26.19,1.67,2.26625814730612
"26","11","2015",16.3,22.2,0.75,1.65527260232238
"27","11","2015",15.11,21.23,0.07,1.52360026339384
"28","11","2015",17.93,25.14,0.21,1.85583034708475
"29","11","2015",20.32,26.46,0.41,2.16145563790402
"30","11","2015",20.34,26.43,0.39,2.15965342086704
"01","12","2015",19.46,26.65,0.29,2.04175935864694
"02","12","2015",19.26,27.08,0.08,1.91232547939741
"03","12","2015",19.31,25.33,0.63,2.02342698096724
"04","12","2015",18.15,25.09,0.85,1.8391433297336
"05","12","2015",18.87,26,3.51,2.17150427941001
"06","12","2015",20.09,26.77,3.39,2.33540551772614
"07","12","2015",19.19,24.08,2.12,2.0130930447955
"08","12","2015",19.33,25.95,0.84,2.06588151118369
"09","12","2015",19.7,26.09,11.83,2.27844873796967
"10","12","2015",18.65,23.87,15.31,2.25027379540637
"11","12","2015",18.03,24.93,2.59,1.98820656551774
"12","12","2015",18.42,25.53,1.2,1.99325280804289
"13","12","2015",19.57,26.62,1.72,2.19170408234745
"14","12","2015",20.1,27.7,0.78,2.30152160661207
"15","12","2015",18.55,25.89,0.42,2.08192128551687
"16","12","2015",15.63,20.83,3.18,1.64246451615831
"17","12","2015",13.69,17.56,1.62,1.34869719079239
"18","12","2015",13.02,21,0.06,1.42288510318618
"19","12","2015",15.75,23.45,0.09,1.65814966107285
"20","12","2015",17.24,24.01,0.13,1.74649391501375
"21","12","2015",19.64,25.69,0.55,2.09022121524247
"22","12","2015",19.98,26.96,0.14,2.26673797010406
"23","12","2015",20.37,27.1,0.05,2.3360951181099
"24","12","2015",20.37,26.75,0.5,2.42731712644649
"25","12","2015",18.8,26.11,0.68,2.20867575397928
"26","12","2015",18.71,24.43,0.46,2.01412576691106
"27","12","2015",18.68,24.93,0.62,2.0388106351959
"28","12","2015",17.05,23.46,0.15,1.79476282277303
"29","12","2015",15.94,23.41,0.07,1.64571458248345
"30","12","2015",17.26,23.5,0.25,1.78328666974374
"31","12","2015",17.07,23.79,0.63,1.80825386052085
"01","01","2016",16.54,24.48,0.79,1.80874944961483
"02","01","2016",16.54,24.48,0.79,1.80874944961483
"03","01","2016",19.55,25.53,21.18,2.25262832848244
"04","01","2016",20.15,24.92,26.95,2.42517128333767
"05","01","2016",21.26,25.88,8.43,2.49567986585924
"06","01","2016",21.9,26.53,2.36,2.55829452113642
"07","01","2016",18.77,25.34,4.33,2.22324988916294
"08","01","2016",18.31,23.35,2.87,1.92820689258225
"09","01","2016",17.35,22.17,7.27,1.90883503080263
"10","01","2016",17.03,22.63,0.37,1.7613687153205
"11","01","2016",17.82,23.67,3.65,1.89120901116181
"12","01","2016",19.13,23.62,4.01,2.12388140746479
"13","01","2016",17.62,21.32,7.28,1.90759202856593
"14","01","2016",16.43,20.48,6.58,1.84425897164358
"15","01","2016",15.6,21.88,0.18,1.67004479694977
"16","01","2016",17.08,22.99,4.53,1.82606908765278
"17","01","2016",17.94,23.31,2.25,1.9487604708728
"18","01","2016",18.15,25.11,8.85,2.22166388675476
"19","01","2016",15.45,21.53,0.61,1.70395130657249
"20","01","2016",15.34,21.5,2.57,1.69055912914312
"21","01","2016",16.96,21.71,1.99,1.80792434866452
"22","01","2016",17.82,22.83,3.99,2.09130820309127
"23","01","2016",17.94,23.96,3.05,2.04218790209276
"24","01","2016",12.64,18.47,12.58,1.50211852627375
"25","01","2016",8.17,12.45,7.17,1.06022970023934
"26","01","2016",7.86,14.01,0.88,1.08024087342074
"27","01","2016",11.72,18.52,0.42,1.35054745408301
"28","01","2016",15.18,21.38,0.88,1.67305160901092
"29","01","2016",18.03,23.31,14.91,2.07094160445902
"30","01","2016",18.74,24.13,19.22,2.27861555639249
"31","01","2016",18.26,22.95,10.68,2.10224445030527
"01","02","2016",17.15,23.73,0.35,1.90478953025505
"02","02","2016",16.43,23.11,2.72,1.92546905368384
"03","02","2016",15.4,19.16,1.95,1.66622124524174
"04","02","2016",15.55,20.36,2.28,1.70738806046828
"05","02","2016",16.16,21.65,6.66,1.82632237965672
"06","02","2016",15.39,22.35,2.76,1.77633003285518
"07","02","2016",11.65,18.1,0.34,1.32924239083254
"08","02","2016",10.57,17.65,0.02,1.16460985658802
"09","02","2016",9.7,18.78,0,1.10364721621288
"10","02","2016",12.12,20.5,0.01,1.3637658217489
"11","02","2016",15.13,21.93,1.08,1.69114927937025
"12","02","2016",17.87,22.87,8.77,2.11722872706284
"13","02","2016",19.06,25.06,3.92,2.30329633623617
"14","02","2016",19.17,25.56,0.47,2.15823113158287
"15","02","2016",17.52,25.05,1.46,2.04764383436144
"16","02","2016",14.14,18.12,0.95,1.54517893405411
"17","02","2016",13.79,17.24,0.86,1.45683409184659
"18","02","2016",14.63,20.31,1.6,1.63243007623427
"19","02","2016",16.13,21.89,1.23,1.75496871777828
"20","02","2016",16.68,24.02,1.52,1.75536825134441
"21","02","2016",15.94,21.22,1.02,1.71122530309896
"22","02","2016",14.61,21.2,0.08,1.52757484663716
"23","02","2016",16.55,23.76,0.95,1.94570930551129
"24","02","2016",17.93,23.78,1.31,2.04558446614958
"25","02","2016",15.62,20.61,0.43,1.67411144496411
"26","02","2016",15.25,20.9,0.27,1.59440042235479
"27","02","2016",16.75,21.24,0.98,1.7357477960509
"28","02","2016",16.47,23.53,0.92,1.80714764761007
"29","02","2016",17.17,24.08,0.91,1.88263486607273
"01","03","2016",14.91,22.74,0.79,1.62240954757156
"02","03","2016",13.53,21.24,0.06,1.39011678220922
"03","03","2016",13.61,21.25,0.04,1.42116271635549
"04","03","2016",14.44,22.73,0.26,1.59867160972731
"05","03","2016",17.68,22.07,1.8,1.9185458975575
"06","03","2016",18.88,25.24,2.6,2.07235617114162
"07","03","2016",18.89,26.54,0.13,2.01231777173963
"08","03","2016",19.64,24.66,0.48,2.06532975096347
"09","03","2016",18.26,26.08,0.24,2.10312058442144
"10","03","2016",19.1,26.1,5.01,2.23506031883575
"11","03","2016",15.75,22.51,8.88,1.76371721718432
"12","03","2016",15.03,18.92,16.68,1.59913427613711
"13","03","2016",15.57,22.37,1.69,1.75805396738341
"14","03","2016",17.88,24.94,8.86,2.15446038446792
"15","03","2016",16.72,21.6,5.19,1.84871907838097
"16","03","2016",16.12,19.6,4.85,1.67347232234477
"17","03","2016",17.01,24.39,1.42,1.96095745902459
"18","03","2016",19.94,25.14,1.52,2.2463421780875
"19","03","2016",20.2,26.4,4.81,2.46769381587956
"20","03","2016",20.47,27.24,1.26,2.40538312955553
"21","03","2016",19.91,25.21,3.99,2.20528775988841
"22","03","2016",18.89,23.92,8.52,2.04642963952609
"23","03","2016",18.45,24.78,1.62,2.03233368137471
"24","03","2016",19.74,24.92,11.91,2.2478205574682
"25","03","2016",16.23,20.79,16.7,1.79562303959476
"26","03","2016",14.81,18.5,12.83,1.61780888329049
"27","03","2016",13.98,20.46,1.41,1.47888265804397
"28","03","2016",13.93,20.83,0.32,1.33586963484848
"29","03","2016",13.1,20.99,0.09,1.34031798701218
"30","03","2016",14.38,22.82,0.01,1.52406628292991
"31","03","2016",17.18,25.57,0.13,1.89247685282192
"01","04","2016",20.17,26.32,1.89,2.38335975289378
"02","04","2016",19.46,26.59,1.05,2.16359063208456
"03","04","2016",20.4,26.78,0.27,2.28842475652942
"04","04","2016",20.44,26.85,1.23,2.47512536717053
"05","04","2016",20.08,26.09,0.06,2.18247021698849
"06","04","2016",20.56,28.26,0.14,2.09796050697541
"07","04","2016",20.78,28.62,0.61,2.39921425967161
"08","04","2016",21.81,28.85,1.19,2.60340866722226
"09","04","2016",21.58,29.37,0.5,2.4407777105124
"10","04","2016",20.88,29.01,0.19,2.26113325078553
"11","04","2016",21.23,27.97,7.99,2.34934567009242
"12","04","2016",20.98,26.45,12.34,2.35089182931983
"13","04","2016",21.93,27.29,9.68,2.42133721513355
"14","04","2016",22.11,26.19,12.79,2.62153535853941
"15","04","2016",22.16,27.93,24.32,2.6266893879131
"16","04","2016",22.05,27.78,13.31,2.59349860150421
"17","04","2016",21.01,28.02,0.26,2.45442062601029
"18","04","2016",21.95,29.49,2.74,2.59621797924121
"19","04","2016",21.94,28.21,2.83,2.62406432419003
"20","04","2016",21.89,26.89,0.28,2.40161076121938
"21","04","2016",22.13,28.39,2.18,2.59034768307231
"22","04","2016",23.09,27.93,2.1,2.78261442280054
"23","04","2016",22.71,29.11,1.15,2.5958157779727
"24","04","2016",21.95,28.78,3.02,2.45468128446055
"25","04","2016",22.72,28.59,5.05,2.49629602777662
"26","04","2016",22.28,28.29,0.98,2.48912982253229
"27","04","2016",21.89,29.6,1.36,2.32151065701374
"28","04","2016",22.07,27.45,5.97,2.41688095035237
"29","04","2016",21.88,28.47,14.2,2.57312477928895
"30","04","2016",20.9,25.84,2.66,2.20023385879438
"01","05","2016",20.11,27.3,3.3,2.13687551683103
"02","05","2016",21.39,28.21,1.16,2.43392853925819
"03","05","2016",23.17,29.03,1.93,2.74013813933768
"04","05","2016",22.44,28.68,0.78,2.58481580831357
"05","05","2016",23.51,28.89,0.98,2.74819953883956
"06","05","2016",23.55,27.8,0.81,2.67671471823382
"07","05","2016",23.34,29.34,0.79,2.64336813345901
"08","05","2016",23.7,28.92,2.05,2.6071892196037
"09","05","2016",23,29.79,1.62,2.64334771785132
"10","05","2016",23.2,30.21,2.84,2.70149302321112
"11","05","2016",23.75,29.53,7.35,2.79349719861245
"12","05","2016",23,28.82,9.39,2.62591800964613
"13","05","2016",22.05,29.5,0.85,2.48225197771944
"14","05","2016",24.19,29.56,4.98,2.80792006174644
"15","05","2016",23.64,30,4.11,2.71804941519212
"16","05","2016",23.92,29.23,1.3,2.70526177537642
"17","05","2016",22.81,28.61,4.56,2.63136949684189
"18","05","2016",22.02,28,1.12,2.3875393423783
"19","05","2016",22.87,28.94,0.9,2.53151774819649
"20","05","2016",23.42,29.42,1.34,2.64414273760705
"21","05","2016",23.61,28.98,1.35,2.6647621839794
"22","05","2016",23.32,26.49,13.97,2.69624888454399
"23","05","2016",22.89,27.7,15.3,2.76408329508236
"24","05","2016",24.08,28.73,11.89,2.88356746330623
"25","05","2016",23.78,29.04,8.3,2.90060829252851
"26","05","2016",22.99,29.98,0.17,2.51415075459814
"27","05","2016",23.96,30.26,1.06,2.86018410871957
"28","05","2016",24.97,30.93,1.04,2.96222565046516
"29","05","2016",24.41,30,1.33,2.9144124866334
"30","05","2016",24.81,30.26,1.9,3.00618502072036
"31","05","2016",24.95,30.89,1.17,2.98076391702146
"01","06","2016",24.67,30.86,1.15,2.93791399266714
"02","06","2016",24.78,30.8,1.28,3.01391630608469
"03","06","2016",25.52,30.48,3.14,3.06841788248772
"04","06","2016",25.28,30.44,1.68,3.03449280398111
"05","06","2016",24.94,30.55,2.32,2.98440861897492
"06","06","2016",24.53,29.44,3.98,2.89559466783603
"07","06","2016",24.03,28.25,8.63,2.79544183735558
"08","06","2016",24.14,29.03,5.99,2.83389591728608
"09","06","2016",24.23,27.22,5.46,2.90664056440437
"10","06","2016",24.34,28.09,7.66,2.93350972429608
"11","06","2016",24.01,26.84,47.73,2.91518296876121
"12","06","2016",24.62,26.64,85.75,2.94789296129731
"13","06","2016",24.53,26.78,14.97,2.99179942302224
"14","06","2016",24.78,26.77,34.17,3.07519199699288
"15","06","2016",25.33,27.44,21.58,3.14262960897604
"16","06","2016",25.04,28.15,7.41,3.12706097735469
"17","06","2016",25.17,27.95,3.17,3.09873059484761
"18","06","2016",24.39,29.9,1.22,2.93871602334218
"19","06","2016",24.26,29.67,1.32,2.89824911099255
"20","06","2016",24.13,29.26,4.73,2.96859931516932
"21","06","2016",24.6,29.53,1.33,2.96649624405196
"22","06","2016",24.82,28.65,0.35,2.98893241016599
"23","06","2016",24.49,29.91,0.24,2.86628675676697
"24","06","2016",24.63,29.94,0.33,2.9600115098589
"25","06","2016",24.66,29.26,0.69,3.00983626763352
"26","06","2016",25.26,29.81,0.94,3.07316086522655
"27","06","2016",25.36,29.46,1.76,3.02411798642791
"28","06","2016",24.61,30.53,2.87,2.93895661723785
"29","06","2016",25.65,29.22,4.65,3.07683526774484
"30","06","2016",25.13,30.52,1.49,2.97890266810622
"01","07","2016",24.95,29.83,1.14,2.9472389880149
"02","07","2016",24.61,29.53,2.28,2.97345411491768
"03","07","2016",25.14,28.88,4.78,2.97978143039626
"04","07","2016",24.9,29.65,5.19,2.99162410746498
"05","07","2016",24.5,29.52,2.59,2.90412709946884
"06","07","2016",24.36,30.33,4.2,2.81902804465338
"07","07","2016",25.53,30.4,2.07,2.99387049360214
"08","07","2016",25.1,29.79,11.04,3.12878625846123
"09","07","2016",26.5,27.99,116.99,3.35686645036469
"10","07","2016",25.16,28.22,25.82,3.14598633350299
"11","07","2016",25.1,27.47,27.16,3.06875640467728
"12","07","2016",24.82,26.43,23.76,2.98944376494566
"13","07","2016",24.63,27.41,15.78,2.92685074167419
"14","07","2016",24.3,28.57,2.46,3.00941879895503
"15","07","2016",24.8,29.33,0.88,3.09287485546281
"16","07","2016",25.14,29.36,0.44,3.08858451704943
"17","07","2016",24.92,29.38,0.92,3.10328684498838
"18","07","2016",25.11,29.63,1.36,3.08593458288431
"19","07","2016",24.63,28.37,6.8,2.97005402534866
"20","07","2016",24.39,28.83,6.55,2.80251381646141
"21","07","2016",24.27,29.22,0.32,2.82625817741116
"22","07","2016",23.82,30.48,0.19,2.75463931422968
"23","07","2016",24.9,29.92,0.57,2.96237892630392
"24","07","2016",25.06,30.28,0.41,2.97953571518364
"25","07","2016",25.15,30.78,0.42,2.96594682123933
"26","07","2016",25.14,30.57,0.52,2.91212923478503
"27","07","2016",24.93,29.84,0.24,2.90004928020412
"28","07","2016",25.29,29.63,0.48,2.98424282172514
"29","07","2016",24.73,30.88,0.6,2.95000942171509
"30","07","2016",25.29,31.04,0.8,2.96363935687367
"31","07","2016",25.59,29.96,2.8,3.00605614305848
"01","08","2016",25.59,31.42,13.13,2.94564674103501
